eia_id,MAH_revised_9/20/22,plant_name,county2,state,name_of_wa,water_sour,water_type,water_source_aeg,nsegment_v11_old,nsegment_v11_new,WT_multsrc,which_list,min_yr,mx_yr,cont_yrs,elev_ft,pond_acres,latitude,longitude,cmplxcoo_flg,coolty_1,coolty_2,coolty_3,gen_ty,netgen_mwh,wthdrw_mgd,cnsmpt_mgd,mn_wth_mgd,mx_wth_mgd,mn_cns_mgd,mx_cns_mgd,note,water source note,
609,,Cape Canaveral,Brevard County,FL,Indian River,SW,SA,saline,7431,NOAA saline,,2015,2000,2020,missing 2 years,11.52,1000000,28.46893995,-80.76428993,0,saline_once_through,null,,NGCC,7046079,208,0,95,1520,0,0,,,
610,,Cutler,Miami-Dade County,FL,Biscayne Bay,,,saline,NA,NOAA saline,,all_verified,2000,2009,continuous years,14.18,1000000,25.6321,-80.2989,0,saline_once_through,null,,,,,,,,,,,,
612,,Fort Myers,Lee County,FL,Caloosahatchee River,SW,SA,saline,7140,7140,compare SNTemp / NOAA sst,2015,2000,2020,continuous years,9.7,1000000,26.6976533,-81.78187763,1,saline_once_through,tower_recirculating,,NGCC,7777313,290,0,133,2120,0,0,,,
613,,Lauderdale,Broward County,FL,Dania Cut-Off Canal,SW,SA,saline,4265,NOAA saline,,2015,2000,2018,continuous years,7,1000000,26.06868674,-80.19836655,0,saline_once_through,null,,NGCC,4382884,232,0,107,1690,0,0,,,
617,,,Broward County,FL,Intracoastal Waterway,,,saline,NA,NOAA saline,,all_verified,2000,2020,missing 2 years,16.77,1000000,26.08538878,-80.12547698,0,saline_once_through,null,,,,,,,,,,,,
619,,Riviera,Palm Beach County,FL,Lake Worth,SW,SA,saline,4263,4263,compare SNTemp / NOAA sst,2015,2000,2020,missing 4 years,7.68,1000000,26.7653,-80.0525,0,saline_once_through,null,,NGCC,6979871,212,0,97,1550,0,0,,,
620,,Sanford,Volusia County,FL,St. Johns River,SW,FR,sw,7452,7452,,2015,2000,2020,continuous years,15.79,1096.607715,28.84224821,-81.32532209,0,pond_recirculating,null,,NGCC,9021219,4,3.74,3,5,2.82,4.66,,,
621,,Turkey Point,Miami-Dade County,FL,Biscayne Bay,SW,SA,saline,4268,NOAA saline,,2015,2000,2020,continuous years,5.69,1000000,25.43493305,-80.33092603,1,saline_once_through,tower_recirculating,,COMPLEX,20337856,37,3.75,18,244,3.26,4.14,,,
628,,Crystal River,Citrus County,FL,Gulf of Mexico,SW,SA,saline,8291,NOAA saline,,2015,2000,2020,continuous years,9.37,1000000,28.9658123,-82.69808632,1,saline_once_through,tower_recirculating,,COAL,9744872,253,9.49,118,1770,8.43,9.97,,,
634,,P L Bartow,Pinellas County,FL,Tampa Bay,SW,SA,saline,NA,NOAA saline,compare SNTemp / NOAA sst,2015,2000,2020,continuous years,0.6,1000000,27.86145793,-82.60089363,0,saline_once_through,null,,NGCC,7088517,292,0,134,2130,0,0,,,
638,,Suwannee River,Suwannee County,FL,Suwannee River,SW,FR,sw,4724,4724,,2015,2000,2016,continuous years,72.02,1000000,30.3763512,-83.18077597,0,river_once_through_fresh,null,,GAS STEAM,485040,60,0.66,28,445,0.52,0.81,,,
641,,Crist,Escambia County,FL,Escambia River,SW,SA,sw,4308,4308,,2015,2000,2020,continuous years,18.06,1000000,30.56568631,-87.22464381,1,river_once_through_fresh,tower_recirculating,,COAL,2476429,17,3.46,3,193,3.01,3.68,,"water type is listed as saline, but we should be able to get temp from SNTEMP so left is as sw",
642,,Scholz,Jackson County,FL,Apalachicola River,SW,FR,sw,4774,4774,,2015,2000,2015,continuous years,89.09,1000000,30.66923562,-84.88701064,0,river_once_through_fresh,null,,COAL,26903,4,0.04,2,27,0.03,0.04,,,
643,,Lansing Smith,Bay County,FL,North Bay,SW,SA,saline,4662,NOAA saline,,2015,2000,2020,continuous years,12.61,1000000,30.26869291,-85.70006446,0,saline_once_through,null,,COMPLEX,4016583,44,1.88,20,308,1.66,1.98,,,
645,,Big Bend,Hillsborough County,FL,Tampa Bay,SW,SA,saline,8283,8283,compare SNTemp / NOAA sst,2015,2000,2020,continuous years,7.27,1000000,27.79465431,-82.40321663,0,saline_once_through,null,,COAL,7539819,720,0,330,5250,0,0,,,
646,,F J Gannon,Hillsborough County,FL,Hillsborough Bay,,,saline,8280,8280,compare SNTemp / NOAA sst,all_verified,2000,2003,continuous years,6.94,1000000,27.907222,-82.423055,0,saline_once_through,null,,,,,,,,,,,,
647,,Hookers Point,Hillsborough County,FL,Hillsborough Bay,,,saline,8270,8270,compare SNTemp / NOAA sst,all_verified,2000,2001,continuous years,0,1000000,27.9375,-82.444444,0,saline_once_through,null,,,,,,,,,,,,
649,,Vogtle,Burke County,GA,Savannah River,SW,FR,sw,9771,9771,,2015,2000,2020,continuous years,213.81,1000000,33.14209065,-81.75949013,0,tower_recirculating,null,,NUCLEAR,19341208,39,27.7,24,68,23.9,30.8,,,
658,,Henry D King,St. Lucie County,FL,Municipality,,,municipal,4253,4253,,all_verified,2000,2008,continuous years,3.5,1000000,27.450928,-80.32501,0,tower_recirculating,null,,,,,,,,,,,,
663,,Deerhaven Generating Station,Alachua County,FL,Wells in Floridan Aquifer,GW,FR,gw,4643,4643,,2015,2000,2020,continuous years,184.27,1000000,29.75881848,-82.38784463,0,tower_recirculating,null,,GAS STEAM,890436,2,1.27,1,3,1.11,1.39,,,
664,,John R Kelly,Alachua County,FL,Wells,GW,FR,gw,8042,8042,,2015,2000,2020,continuous years,142.8,1000000,29.64591044,-82.32175307,0,tower_recirculating,null,,NGCC,516881,1,0.39,0,1,0.35,0.43,,,
666,,J D Kennedy,Duval County,FL,St. Johns River,,,sw,8089,8089,compare SNTemp / NOAA sst,all_verified,2000,2002,continuous years,9.41,1000000,30.364818,-81.625967,0,saline_once_through,null,,,,,,,,,,,,
667,,Northside Generating Station,Duval County,FL,St. Johns River,SW,SA,saline,8101,8101,compare SNTemp / NOAA sst,2015,2000,2020,continuous years,9.23,1000000,30.41721005,-81.5519913,0,saline_once_through,null,,COMPLEX,3787424,360,0,165,2630,0,0,,,
668,,Southside Generating,Duval County,FL,St. Johns River,,,sw,8090,8090,compare SNTemp / NOAA sst,all_verified,2000,2001,continuous years,9.68,1000000,30.316389,-81.648888,0,saline_once_through,null,,,,,,,,,,,,
672,,,Osceola County,FL,Municipality,,,municipal,9286,9286,,all_verified,2000,2012,continuous years,62.84,1000000,28.28951852,-81.40820868,0,tower_recirculating,null,,,,,,,,,,,,
673,,Tom G Smith,Palm Beach County,FL,Municipality,-nr-,-nr-,municipal,4263,4263,,2015,2000,2020,continuous years,23,1000000,26.61339013,-80.06759405,0,tower_recirculating,null,,COMPLEX,5925,0,0.01,0,0,0.01,0.01,,,
675,,Larsen Memorial,Polk County,FL,Lake Parker,SW,FR,sw,8162,8162,,2015,2000,2020,continuous years,133.06,1000000,28.04957993,-81.92304396,0,lake_once_through_fresh,null,,NGCC,2589,0,0.01,0,3,0,0.01,,,
676,,C D McIntosh Jr,Polk County,FL,Municipality,PD,BE,reclaimed ww,8162,8162,,2015,2000,2020,continuous years,135.78,1000000,28.07989544,-81.92344695,0,tower_recirculating,null,,COMPLEX,3478615,4,3.19,3,7,2.82,3.35,,,
683,,Indian River Plant,Brevard County,FL,Indian River,,,saline,NA,NOAA saline,,all_verified,2000,2002,continuous years,10.86,1000000,28.492578,-80.775959,0,saline_once_through,null,,,,,,,,,,,,
688,,Arvah B Hopkins,Leon County,FL,Wells,GW,FR,gw,7178,7178,,2015,2000,2020,continuous years,135.23,1000000,30.45226503,-84.39959386,0,tower_recirculating,null,,COMPLEX,1243148,1,0.89,1,2,0.77,0.98,,,
689,,S O Purdom,Wakulla County,FL,St. Marks River,SW,FR,sw,7152,7152,,2015,2000,2020,continuous years,9.01,1000000,30.162743,-84.199391,0,tower_recirculating,null,,NGCC,1327155,1,0.77,1,2,0.68,0.81,,,
693,,Vero Beach Municipal Power Plant,Indian River County,FL,Indian River,SW,SA,saline,9181,NOAA saline,,2015,2000,2015,continuous years,0.48,1000000,27.63324587,-80.37749977,1,saline_once_through,tower_recirculating,,COMPLEX,16237,1,0,1,9,0,0,,,
699,,Arkwright,Bibb County,GA,Ocmulgee River,,,sw,5295,5295,,all_verified,2000,2002,continuous years,333.39,1000000,32.926944,-83.699444,0,river_once_through_fresh,null,,,,,,,,,,,,
700,,Atkinson,Cobb County,GA,Chattahoochee River,,,sw,4893,4893,,all_verified,2000,2002,continuous years,777.63,1000000,33.823747,-84.474632,0,river_once_through_fresh,null,,,,,,,,,,,,
703,,Bowen,Bartow County,GA,Etowah River,SW,FR,sw,5598,5598,,2015,2000,2020,continuous years,726.34,1000000,34.12471676,-84.92141783,0,tower_recirculating,null,,COAL,12851943,20,14.1,12,34,12.3,15.3,,,
708,,Hammond,Floyd County,GA,Coosa River,SW,FR,sw,8016,8016,,2015,2000,2019,continuous years,587.66,1000000,34.25249625,-85.34548933,0,river_once_through_fresh,null,,COAL,1157290,117,1.24,53,866,0.97,1.52,,,
709,,Harllee Branch,Putnam County,GA,Lake Sinclair,SW,FR,sw,4409,4409,,2015,2000,2015,continuous years,363.95,1000000,33.1947653,-83.29784707,1,lake_once_through_fresh,tower_recirculating,,COAL,770932,67,0.67,30,498,0.52,0.81,,,
710,,Jack McDonough,Cobb County,GA,Chattahoochee River,SW,FR,sw,4893,4893,,2015,2000,2020,continuous years,776.52,1000000,33.82454239,-84.47491222,0,tower_recirculating,null,,NGCC,17848983,10,7.53,7,18,6.57,8.17,,,
715,,McManus,Glynn County,GA,Turtle River,SW,SA,saline,7719,NOAA saline,,2015,2000,2015,continuous years,11.36,1000000,31.2135812,-81.54636152,0,saline_once_through,null,,OIL,-192,0,0,0,1,0,0,,,
727,,Mitchell (GA),Dougherty County,GA,Flint River,SW,FR,sw,5019,5019,,2015,2000,2016,continuous years,176.57,1000000,31.44424558,-84.13499548,0,river_once_through_fresh,null,,COAL,46213,5,0.04,2,36,0.03,0.05,,,
728,,Yates,Coweta County,GA,Chattahoochee River,SW,FR,sw,4915,4915,,2015,2000,2020,continuous years,745.2,1000000,33.46207142,-84.8981769,0,tower_recirculating,null,,COMPLEX,507530,1,0.69,1,2,0.6,0.75,,,
733,1,Kraft,Chatham County,GA,Savannah River,SW,FR,fresh,9179,9179,,2015,2000,2015,continuous years,9.59,1000000,32.1490746,-81.14544286,0,river_once_through_fresh,null,,COMPLEX,465715,51,0,23,376,0,0,,,
734,,Riverside,Chatham County,GA,Savannah River,,,saline,9179,9179,compare SNTemp / NOAA sst,all_verified,2000,2004,continuous years,17.57,1000000,32.083611,-81.095555,0,saline_once_through,null,,,,,,,,,,,,
748,,Phillips,Highlands County,FL,Wells,,,gw,9331,9331,,all_verified,2000,2002,continuous years,60.18,1000000,27.4439,-81.3633,0,tower_recirculating,null,,,,,,,,,,,,
753,,Crisp Plant,Worth County,GA,Lake Blackshear,SW,-nr-,sw,5470,5470,,2015,2000,2018,continuous years,240,1000000,31.84485605,-83.94061986,0,lake_once_through_fresh,null,,COMPLEX,253,0,0,0,1,0,0,,,
762,,,Kay County,OK,Municipality,,,municipal,37093,37093,,all_verified,2000,2017,missing 2 years,1016.8,1000000,36.720558,-97.0863,0,tower_recirculating,null,,,,,,,,,,,,
764,,,Honolulu County,HI,Pacific Ocean,,,saline,NA,NOAA saline,,all_verified,2000,2014,continuous years,5.55,1000000,21.3057173,-157.8633112,0,saline_once_through,null,,,,,,,,,,,,
765,,Kahe,Honolulu County,HI,Pacific Ocean,SW,SA,saline,NA,NOAA saline,,2015,2000,2020,continuous years,21.43,1000000,21.35632336,-158.1289524,0,saline_once_through,null,,OIL,2493264,238,0,109,1740,0,0,,,
766,,Waiau,Honolulu County,HI,Pearl Harbor,SW,SA,saline,NA,NOAA saline,,2015,2000,2020,continuous years,5.11,1000000,21.38858,-157.9608116,0,saline_once_through,null,,OIL,1175350,119,0,54,869,0,0,,,
772,,W H Hill,Hawaii County,HI,Wells,GW,FR,gw,NA,NA,,2015,2000,2020,continuous years,55.48,1000000,19.70403706,-155.0607917,0,tower_recirculating,null,,OIL,177449,0,0.33,0,1,0.27,0.35,,,
856,,E D Edwards,Peoria County,IL,Illinois River,SW,FR,sw,20009,20009,,2015,2000,2020,continuous years,461.66,1000000,40.59523665,-89.66268669,0,river_once_through_fresh,null,,COMPLEX,2959878,286,2.89,130,2130,2.26,3.53,,,
861,,Coffeen,Montgomery County,IL,McDavid Branch,SW,FR,sw,20378,20378,,2015,2000,2019,continuous years,615.78,71.33497386,39.05861798,-89.4034675,1,lake_once_through_fresh,tower_recirculating,,COAL,4528904,8,5.8,5,14,5.27,6.18,,,
862,,Grand Tower Energy Center LLC,Jackson County,IL,Mississippi River,SW,-nr-,sw,18427,18427,,2015,2001,2020,continuous years,363.11,1000000,37.65768306,-89.51150561,0,river_once_through_fresh,null,,NGCC,97338,6,0.06,3,41,0.05,0.08,,,
863,,,Crawford County,IL,Wabash River,,,sw,14124,14124,,all_verified,2000,2011,continuous years,453.7,1000000,39.13369595,-87.659861,0,river_once_through_fresh,null,,,,,,,,,,,,
864,,,Morgan County,IL,Illinois River,,,sw,17576,17576,,all_verified,2000,2011,continuous years,452.55,1000000,39.82299836,-90.56722522,1,river_once_through_fresh,tower_recirculating,,,,,,,,,,,,
867,,,Cook County,IL,Chicago Sanitary and Ship,,,sw,20691,Great Lakes,,all_verified,2000,2012,continuous years,589.88,1000000,41.82887298,-87.72263339,0,river_once_through_fresh,null,,,,,,,,,,,,
869,1,Dresden Generating Station,Grundy County,IL,Kankakee River,SW,FR,sw,19766,19766,,2015,2000,2020,continuous years,518.29,1160.060402,41.38980544,-88.26783304,1,river_once_through_fresh,pond_recirculating,tower_recirculating,NUCLEAR,15188358,1490,23,20,13000,18.3,24.9,"actually 3 cooling types, including also once-through; changed cool type primary order to reflect how the systems are reported to EIA (9/20/22)",,
874,,Joliet 9,Will County,IL,Desplaines River,SW,FR,sw,20730,20730,,2015,2000,2020,continuous years,514.54,1000000,41.49333266,-88.11560968,0,river_once_through_fresh,null,,COAL,1265697,126,1.3,58,940,1.01,1.59,,,
876,,Kincaid Generation LLC,Christian County,IL,Sangchris Lake,SW,FR,sw,19891,19891,,2015,2000,2020,continuous years,599.23,1000000,39.59169259,-89.49648178,0,lake_once_through_fresh,null,,COAL,5057931,462,4.92,210,3430,3.84,6.01,,,
879,,Powerton,Tazewell County,IL,Illinois River,SW,FR,sw,20010,20010,,2015,2000,2020,continuous years,463.74,1455.171686,40.54125272,-89.67972213,0,pond_recirculating,null,,COAL,5584776,6,5.67,4,7,4.43,6.91,,,
880,,Quad Cities Generating Station,Rock Island County,IL,Mississippi River,SW,FR,sw,20762,20762,,2015,2000,2020,continuous years,594.19,1000000,41.72638974,-90.3103764,0,river_once_through_fresh,null,,NUCLEAR,15562151,1750,17.7,797,13100,13.8,21.5,,,
883,,Waukegan,Lake County,IL,Lake Michigan,SW,FR,sw,20669,Great Lakes,,2015,2000,2020,continuous years,585.43,1000000,42.38269046,-87.81409269,0,lake_once_through_fresh,null,,COAL,1796131,168,1.59,77,1260,1.24,1.94,,,
884,,Will County,Will County,IL,Chicago Sanitary and Ship,SW,FR,sw,20719,20719,,2015,2000,2020,continuous years,586.68,1000000,41.63381061,-88.0625471,0,river_once_through_fresh,null,,COAL,2794123,220,2.12,100,1650,1.66,2.59,,,
886,,,Cook County,IL,Chicago Sanitary and Ship,,,sw,20691,Great Lakes,,all_verified,2000,2012,continuous years,585.36,1000000,41.85030726,-87.65327569,0,river_once_through_fresh,null,,,,,,,,,,,,
887,,Joppa Steam,Massac County,IL,Ohio River,SW,FR,sw,12358,12358,,2015,2000,2020,continuous years,348.74,1000000,37.20939127,-88.85882706,0,river_once_through_fresh,null,,COAL,4881045,469,4.86,214,3480,3.79,5.93,,,
889,,Baldwin Energy Complex,Randolph County,IL,"Baldwin Lake, Kaskaskia River",SW,FR,sw,20437,20437,,2015,2000,2020,continuous years,439.03,1982.549307,38.2045268,-89.85567919,0,pond_recirculating,null,,COAL,10305807,9,8.95,7,11,6.84,11.1,,,
891,,Havana,Mason County,IL,Illinois River,SW,FR,sw,20028,20028,,2015,2000,2019,continuous years,459.55,1000000,40.28043509,-90.079739,0,tower_recirculating,null,,COAL,1880003,4,2.57,2,6,2.28,2.73,,,
892,,Hennepin Power Station,Putnam County,IL,Illinois River,SW,FR,sw,20836,20836,,2015,2000,2019,continuous years,464.4,1000000,41.3030814,-89.31529142,0,river_once_through_fresh,null,,COAL,1542905,143,1.44,65,1070,1.12,1.76,,,
897,,,Vermilion County,IL,Vermilion Reservoir,,,sw,13746,13746,,all_verified,2000,2011,continuous years,703.31,1000000,40.17813079,-87.7482597,0,tower_recirculating,null,,,,,,,,,,,,
898,,Wood River,Madison County,IL,Mississippi River,SW,FR,sw,16950,16950,,2015,2000,2016,continuous years,434.93,1000000,38.86364034,-90.1341624,0,river_once_through_fresh,null,,COAL,2219933,209,2.13,95,1560,1.66,2.6,,,
913,,Venice,Madison County,IL,Mississippi River,,,sw,17642,17642,,all_verified,2000,2002,continuous years,407.96,1000000,38.663938,-90.178937,0,river_once_through_fresh,null,,,,,,,,,,,,
934,,Breese,Clinton County,IL,Municipality,,,municipal,20388,20388,,all_verified,2000,2002,continuous years,451.8,1000000,38.607456,-89.524514,0,tower_recirculating,null,,,,,,,,,,,,
955,,Peru,LaSalle County,IL,Illinois River,,,sw,20836,20836,,all_verified,2000,2002,continuous years,460.02,1000000,41.3237,-89.1123,0,river_once_through_fresh,null,,,,,,,,,,,,
961,,South Main Street,Ogle County,IL,Municipality,,,municipal,18959,18959,,all_verified,2000,2002,continuous years,793.38,1000000,41.907881,-89.045322,0,tower_recirculating,null,,,,,,,,,,,,
963,,Dallman,Sangamon County,IL,Lake Springfield,SW,FR,sw,19900,19900,,2015,2000,2020,continuous years,581.75,1000000,39.75456265,-89.60152252,1,lake_once_through_fresh,tower_recirculating,,COAL,1928627,116,2.31,53,854,1.91,2.64,,,
964,,Lakeside,Sangamon County,IL,Lake Springfield,,,sw,19900,19900,,all_verified,2000,2009,continuous years,565.69,1000000,39.75457,-89.599038,0,lake_once_through_fresh,null,,,,,,,,,,,,
972,,Winnetka,Cook County,IL,Municipality,SW,-nr-,sw,19811,Great Lakes,,2015,2000,2020,missing 1 years,580.75,1000000,42.11578288,-87.73115395,0,lake_once_through_fresh,null,,GAS STEAM,1841,0,0,0,3,0,0,,"although the lake is owned by the village of winnetka, we model once-through plants as sw source",
976,,Marion,Williamson County,IL,Lake Egypt,SW,FR,sw,13820,13820,,2015,2000,2020,continuous years,516.96,1000000,37.61988442,-88.9533224,0,lake_once_through_fresh,null,,COMPLEX,1793449,183,1.83,83,1360,1.42,2.23,,,
981,,,Lake County,IN,Lake Michigan,,,sw,NA,Great Lakes,,all_verified,2000,2012,continuous years,585.19,1000000,41.70766082,-87.52092356,0,lake_once_through_fresh,null,,,,,,,,,,,,
983,,Clifty Creek,Jefferson County,IN,Ohio River,SW,FR,sw,13848,13848,,2015,2000,2020,continuous years,463.95,1000000,38.73790294,-85.41989346,0,river_once_through_fresh,null,,COAL,5225154,490,5.03,223,3650,3.92,6.13,,,
988,,Tanners Creek,Dearborn County,IN,Ohio River,SW,FR,sw,12606,12606,,2015,2000,2015,continuous years,489.85,1000000,39.081249,-84.85969924,0,river_once_through_fresh,null,,COMPLEX,1059577,93,0.81,42,701,0.63,0.99,,,
990,,Harding Street,Marion County,IN,West fork of White River,SW,FR,sw,15274,15274,,2015,2000,2020,continuous years,683.89,1000000,39.71114259,-86.19740062,1,river_once_through_fresh,tower_recirculating,,COAL,2992958,56,3.39,3,460,2.87,3.79,,,
991,,Eagle Valley,Morgan County,IN,West fork of White River,SW,FR,sw,15298,15298,,2015,2000,2020,missing 1 years,616.55,1000000,39.48520267,-86.4185136,1,river_once_through_fresh,tower_recirculating,,COAL,229494,16,0.28,0,188,0.19,0.4,,,
992,,CC Perry K,Marion County,IN,"W. Fork, White River",SW,FR,sw,15288,15288,,2015,2000,2020,missing 2 years,686.93,1000000,39.762047,-86.172749,0,tower_recirculating,null,,GAS STEAM,7784,1,0.72,1,2,0.64,0.77,,,
994,,AES Petersburg,Pike County,IN,White River,SW,FR,sw,15217,15217,,2015,2000,2020,continuous years,434.02,1000000,38.52801539,-87.25264337,1,river_once_through_fresh,tower_recirculating,,COAL,8966852,374,10.1,172,2730,8.51,11.3,,,
995,,Bailly,Porter County,IN,Lake Michigan,SW,FR,sw,10031,Great Lakes,,2015,2000,2018,continuous years,615.65,1000000,41.64380323,-87.12263576,0,lake_once_through_fresh,null,,COAL,1441562,148,1.45,67,1110,1.13,1.77,,,
996,,Dean H Mitchell,Lake County,IN,Lake Michigan,,,sw,19822,Great Lakes,,all_verified,2000,2010,missing 7 years,586.67,1000000,41.6392,-87.4069,0,lake_once_through_fresh,null,,,,,,,,,,,,
997,,Michigan City,LaPorte County,IN,Lake Michigan,SW,FR,sw,10022,Great Lakes,,2015,2000,2020,continuous years,588.96,1000000,41.72146252,-86.91027419,0,tower_recirculating,null,,COAL,1650341,3,2.07,2,5,1.83,2.2,,,
1001,,Cayuga,Vermillion County,IN,Wabash River,SW,FR,sw,14014,14014,,2015,2000,2020,continuous years,505.34,1000000,39.9237455,-87.42691685,0,river_once_through_fresh,null,,COAL,4984247,437,4.51,199,3260,3.52,5.5,,,
1004,,,Knox County,IN,West fork White River,,,sw,15215,15215,,all_verified,2000,2013,missing 2 years,459.87,1000000,38.80632424,-87.24689577,0,river_once_through_fresh,null,,,,,,,,,,,,
1007,,Noblesville,Hamilton County,IN,White River,SW,FR,sw,15259,15259,,2015,2000,2020,continuous years,785.37,1000000,40.09706945,-85.97131485,0,tower_recirculating,null,,NGCC,795332,1,0.51,0,1,0.45,0.58,,,
1008,,R Gallagher,Floyd County,IN,Ohio River,SW,FR,sw,13855,13855,,2015,2000,2020,continuous years,454.48,1000000,38.2631293,-85.83846408,0,river_once_through_fresh,null,,COAL,508325,57,0.59,26,421,0.46,0.72,,,
1010,,Wabash River,Vigo County,IN,Wabash River,SW,FR,sw,14120,14120,,2015,2000,2016,continuous years,482.98,1000000,39.52810589,-87.42323405,0,river_once_through_fresh,null,,COAL,2093626,197,2,90,1470,1.56,2.44,,,
1012,,F B Culley,Warrick County,IN,Ohio River,SW,FR,sw,13784,13784,,2015,2000,2020,continuous years,390.95,1000000,37.90943031,-87.32506962,0,river_once_through_fresh,null,,COAL,1408704,132,1.35,60,979,1.05,1.65,,,
1016,,Butler-Warner Generation Plant,Cumberland County,NC,City Water,-nr-,-nr-,municipal,6094,6094,,2015,2000,2020,continuous years,93.95,1000000,35.09805802,-78.82972099,0,tower_recirculating,null,,COMPLEX,17984,0,0.03,0,0,0.02,0.03,,,
1024,,,Montgomery County,IN,Wells/Cooling Tower,,,gw,15309,15309,,all_verified,2000,2019,missing 7 years,675.54,1000000,40.048357,-86.899516,0,tower_recirculating,null,,,,,,,,,,,,
1032,,Logansport,Cass County,IN,Eel River,SW,-nr-,sw,15354,15354,,2015,2000,2016,continuous years,604.58,1000000,40.75867535,-86.36041756,0,river_once_through_fresh,null,,COAL,121390,20,0.2,9,152,0.16,0.25,,,
1037,,,Miami County,IN,Wabash River,,,sw,15405,15405,,all_verified,2000,2012,continuous years,643.89,1000000,40.75500836,-86.05763698,0,river_once_through_fresh,null,,,,,,,,,,,,
1040,,Whitewater Valley,Wayne County,IN,East Fork Of Whitewater River,SW,-nr-,sw,12938,12938,,2015,2000,2020,continuous years,991.75,1000000,39.80295021,-84.89519421,0,tower_recirculating,null,,COAL,53291,0,0.08,0,0,0.07,0.09,,,
1043,,Frank E Ratts,Pike County,IN,White River,SW,FR,sw,15218,15218,,2015,2000,2015,continuous years,434.11,1000000,38.5202441,-87.26633836,1,river_once_through_fresh,tower_recirculating,,COAL,85018,7,0.08,0,65,0.05,0.12,,,
1046,,,Dubuque County,IA,Mississippi River,,,sw,19555,19555,,all_verified,2000,2017,continuous years,594.34,1000000,42.503482,-90.656936,0,river_once_through_fresh,null,,,,,,,,,,,,
1047,,Lansing,Allamakee County,IA,Mississippi River,SW,FR,sw,19306,19306,,2015,2000,2020,continuous years,638.08,1000000,43.33598548,-91.16650502,0,river_once_through_fresh,null,,COAL,860420,92,0.89,42,685,0.7,1.09,,,
1048,,Milton L Kapp,Clinton County,IA,Mississippi River,SW,FR,sw,20785,20785,,2015,2000,2018,continuous years,589.16,1000000,41.80812385,-90.23376561,0,river_once_through_fresh,null,,COAL,279515,26,0.21,12,196,0.16,0.25,,,
1058,,Sixth Street,Linn County,IA,River/Lake,,,sw,21129,21129,,all_verified,2000,2009,continuous years,728.02,1000000,41.984768,-91.668611,0,river_once_through_fresh,null,,,,,,,,,,,,
1060,,Duane Arnold Energy Center,Linn County,IA,Cedar River,SW,FR,sw,21102,21102,,2015,2000,2020,continuous years,756.96,1000000,42.10070759,-91.77758458,0,tower_recirculating,null,,NUCLEAR,5243446,10,7.39,7,18,6.55,8.02,,,
1073,,Prairie Creek,Linn County,IA,Cedar River,SW,FR,sw,21131,21131,,2015,2000,2020,continuous years,724.15,1000000,41.943206,-91.640681,0,river_once_through_fresh,null,,COAL,308279,27,0.26,12,200,0.21,0.32,,,
