User description of input file for big lakes,,,,,Note: The minimum heat loading and input wind coefficient values should be on Row 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Input wind function coefficients,,,,"Note: The input data (Plant ID, Elevation, etc.) should  begin on Row 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,460,1000000,917188,825613,724806,0,233711,820891,833438,644066,805568,838578,936731,736240,0.6,-2.64,7.53,15.07,21.03,24.77,25.93,24.11,22.68,15.65,11.06,9.63,-1.48,-4.7,4.44,10.93,16.55,20.24,21.9,19.65,17.86,11.75,7.94,7.43,4.4,3.3,6,16.4,19.6,24.3,24.4,28.1,25.1,21,15,11.7,7.6,8.9,7.2,7.9,6.9,7.2,5.5,4.9,5,6.5,6.2,7.5
1374,410,1000000,1438962,1520161,1501934,1342239,1358162,1276600,1321759,1128666,1200187,896642,610772,780581,0.91,-2.53,7.66,15.34,20.52,24.88,26.38,24.03,22.66,15.73,11.09,9.41,-1.01,-4.31,4.92,11.46,16.55,20.78,22.54,19.98,18.04,11.94,8.3,7.44,3.8,3.1,6.2,13.4,19.2,25.5,25,27.7,25.7,20.5,14.5,10.1,7.5,8.9,7.3,8.1,7.5,7,6,4.7,5.1,6.6,6.8,8.4
1378,420,1000000,4521152,6146382,3569048,3717189,6152950,5968330,6830382,6831076,5325855,5287755,2521744,3942803,1.38,-1.92,8.19,15.55,20.29,24.84,26.57,23.74,22.46,15.64,11.56,9.93,-0.51,-3.8,5.76,12.04,16.66,21.06,22.91,19.99,18.05,12.22,8.9,8.14,5.1,4.2,7.9,14,18.8,24.2,22.6,25.9,25.3,19.7,15.3,11.7,7.1,8.6,6.7,7.6,6.6,6.3,5.6,4.4,4.5,6.1,6.5,7.9
1378,420,1000000,5023502,6829313,3965609,4130210,6836612,6631478,7589314,7590084,5917616,5875283,2801938,4380892,1.38,-1.92,8.19,15.55,20.29,24.84,26.57,23.74,22.46,15.64,11.56,9.93,-0.51,-3.8,5.76,12.04,16.66,21.06,22.91,19.99,18.05,12.22,8.9,8.14,5.1,4.2,7.9,14,18.8,24.2,22.6,25.9,25.3,19.7,15.3,11.7,7.1,8.6,6.7,7.6,6.6,6.3,5.6,4.4,4.5,6.1,6.5,7.9
1379,350,1000000,3595059,2777640,2944985,2149518,3527257,3628662,3680137,3744558,3499574,2707454,2985037,3071855,1.08,-2.41,7.52,15.79,20.28,25.41,26.81,23.88,22.22,15.53,11.41,9.31,-0.66,-3.9,5.43,12.18,16.66,21.54,23.38,20.38,18.12,11.97,8.52,7.28,4.6,4.1,7.3,14.7,19.6,25.6,26,27.7,25.8,19.9,15,11.3,7.4,9.1,7.1,7.7,6.9,6,5.2,3.9,4.2,6.7,6.7,7.8
1384,810,1000000,0,0,100607,0,186326,293302,434448,37225,0,0,197860,236132,0.71,-2.33,8.12,14.5,20.59,24.21,25.14,23.37,21.86,14.93,10.91,9.96,-1.17,-4.28,5.23,10.99,16.35,20.1,21.59,19.49,17.62,11.61,8.07,8.03,5,3.8,7.7,13,17.7,14.7,18.9,20.1,20.7,20.5,17.1,12.2,6,6.9,6,6.4,4.4,5.1,4.3,3.4,3.4,4.8,4.7,5.5
1384,810,1000000,0,0,75279,0,195370,131645,223900,22388,52816,0,154977,330817,0.71,-2.33,8.12,14.5,20.59,24.21,25.14,23.37,21.86,14.93,10.91,9.96,-1.17,-4.28,5.23,10.99,16.35,20.1,21.59,19.49,17.62,11.61,8.07,8.03,5,3.8,7.7,13,17.7,14.7,18.9,20.1,20.7,20.5,17.1,12.2,6,6.9,6,6.4,4.4,5.1,4.3,3.4,3.4,4.8,4.7,5.5
1384,810,1000000,0,0,125758,0,232908,366628,543060,46532,0,0,247325,295165,0.71,-2.33,8.12,14.5,20.59,24.21,25.14,23.37,21.86,14.93,10.91,9.96,-1.17,-4.28,5.23,10.99,16.35,20.1,21.59,19.49,17.62,11.61,8.07,8.03,5,3.8,7.7,13,17.7,14.7,18.9,20.1,20.7,20.5,17.1,12.2,6,6.9,6,6.4,4.4,5.1,4.3,3.4,3.4,4.8,4.7,5.5
1385,610,1000000,0,299519,904,0,0,0,0,50378,0,0,0,0,-0.41,-3.75,6.58,13.73,20.04,23.46,24.65,22.87,21.62,14.39,10.16,9.18,-2.08,-5.46,3.9,10.28,16.07,19.69,21.28,19.06,17.28,11.11,7.45,7.31,3.9,2.7,7.1,13,18.9,22.3,21.1,26,23.2,18,14.5,11.8,7.4,8.3,7.6,7.8,5.9,6.2,4.6,4,4.6,6.2,6.6,7.7
1394,20,1000000,0,0,0,20723,144760,407530,594494,473380,-96017,0,0,0,10.18,10.23,18.45,22.41,24.96,27.84,29.79,28.33,25.88,21.7,18.2,16.34,7.35,7.22,15.42,19.5,21.42,23.89,25.25,23.92,22.17,18.02,15.78,14.69,8.6,10,15.1,19.6,23.5,27.9,29.8,29.6,27.5,23.1,18.7,15,7,7.7,7.1,6.8,6.3,5.4,5.3,4.9,4.4,6.4,6.8,7.3
1400,10,1000000,79385,50729,86064,89374,76717,51923,2088,0,134,372,0,177423,10.48,10.94,18.51,22.66,25.48,28.23,30.14,28.6,26.21,21.99,18.65,16.44,7.8,8.12,15.65,19.86,21.96,24.14,25.46,24.17,22.59,18.44,16.14,14.66,8.9,13.3,16.6,23.8,28.2,30.5,29.9,29.4,28,23.6,19.6,16.7,7.6,8.6,7.4,7,6.8,5.5,5.2,5.1,4.6,6.8,7.3,7.8
1400,10,1000000,88206,56365,95627,99304,85241,57692,2320,0,148,413,0,197137,10.48,10.94,18.51,22.66,25.48,28.23,30.14,28.6,26.21,21.99,18.65,16.44,7.8,8.12,15.65,19.86,21.96,24.14,25.46,24.17,22.59,18.44,16.14,14.66,8.9,13.3,16.6,23.8,28.2,30.5,29.9,29.4,28,23.6,19.6,16.7,7.6,8.6,7.4,7,6.8,5.5,5.2,5.1,4.6,6.8,7.3,7.8
1402,10,1000000,527566,761764,727955,170535,427985,965051,1207284,1139900,484345,570239,1619915,1325241,10.72,10.84,18.85,22.97,25.55,28.39,30.34,28.6,26.11,21.95,18.66,16.7,7.9,7.79,15.72,19.88,21.75,24.06,25.43,24.13,22.43,18.39,16.12,14.99,6.7,7.3,14.9,19.5,24.5,25.9,28.7,29.7,27.7,23.3,18.7,14.5,9.2,10.5,8.1,8.4,7.7,6.7,7.2,7.2,6.9,9.1,9.4,9.8
1403,10,1000000,2171526,1721014,2364670,2418896,3569855,4020389,4317616,3269465,3278864,3078129,2625380,2541282,11.14,11.35,19.16,23.48,26.11,28.91,30.86,28.88,26.36,22.22,19.12,17.01,8.34,8.24,15.9,20.14,22,24.16,25.56,24.25,22.62,18.67,16.39,15.19,6.2,7.5,16.3,18.5,23.5,26.2,29,29.9,27.7,23.3,19.9,14,9.6,10.9,8.4,8.7,8,7,7.6,7.5,7.3,9.5,9.8,10.2
1572,260,1000000,727499,1052053,208684,0,465868,557716,226816,182572,204899,0,18681,0,-0.32,-2.89,5.41,13.36,20.96,23.54,25.07,24.09,21.83,13.12,10.29,9.18,-2.46,-5.31,1.94,9.02,16.47,19.77,21.12,19.31,17.64,10.22,7.6,7.22,2.4,1.4,2.8,12,21.1,24.6,27,26.8,26.3,17.6,11.5,9.4,7.8,8.7,7.7,8.3,6.3,6.5,5.2,5.6,5.6,6.7,6.7,5.9
1642,60,1000000,0,5936,0,0,4973,5366,22364,29391,22443,0,0,0,-5.58,-9.24,-0.35,9.17,18.49,19.28,22.88,22.9,20.1,10.56,7.64,5.9,-6.91,-10.03,-2.46,5.29,13.35,15.51,18.88,18.71,16.35,7.71,5.07,4.08,0.1,0.3,0.9,3.6,16.6,21.5,25.5,27.1,22.2,13.9,8.5,4.4,8,8.1,8.1,8.5,8,6.6,5.2,5.2,5.4,6.5,6.1,5.7
1702,590,1000000,643427,375988,696766,599467,303128,994711,1274021,1595091,1361776,1606350,792864,796110,-7.22,-12.44,-0.54,7.84,15.9,18.6,20.97,20.6,18.9,10.69,6.63,3.71,-7.92,-12.48,-2.58,4.55,12.36,15.52,17.19,17.07,15.82,8.13,4.18,2.48,0.4,0.4,1.7,9.4,17.7,21.8,24,23.4,21.2,13.3,8.1,4.4,10.4,10.1,10,10.2,9.5,8.2,7.1,7.4,7,10.3,10.2,10.3
1720,590,1000000,903962,892915,825983,877298,951208,961510,992092,892776,791436,876835,946331,972362,-7.22,-12.43,-0.54,7.85,15.91,18.61,20.97,20.6,18.91,10.7,6.64,3.72,-7.92,-12.47,-2.57,4.55,12.36,15.52,17.19,17.07,15.82,8.14,4.18,2.48,0.4,0.4,1.7,9.4,17.2,21.2,23.9,23.4,21.2,13.3,8.1,4.4,10.4,10.2,10.1,10.3,9.5,8.2,7.1,7.4,7,10.3,10.3,10.4
1733,580,1000000,7257198,7404998,8121614,8247761,7397150,8738370,8583725,9326005,5394576,6620508,7131004,6283688,-5.65,-10.1,0.93,9.32,17.44,20.14,22.13,21.86,20.32,12.3,7.68,4.93,-6.87,-10.77,-1.27,5.87,13.45,16.88,18.11,17.65,16.48,9.03,5.1,3.55,0.7,0.5,2.5,10.5,17.3,20.8,23.5,23.9,22.2,14.5,9.2,6.3,9.6,9.3,9.2,9.2,8,7.4,6.4,6.7,6.2,9.5,9.3,9.3
1740,580,1000000,1619862,1295850,1611119,1058583,1459168,1107015,965192,921484,917852,441864,54826,0,-5.55,-9.79,1.25,9.11,17.08,19.81,22.09,21.71,20.33,12.11,7.43,4.6,-6.78,-10.7,-1.3,5.69,13.07,16.43,17.96,17.53,16.47,8.87,5,3.34,0.5,0.4,2.1,7.3,15.6,20,23.7,23.4,22.8,14.8,9.2,6.1,9.7,9.3,9.1,9.1,8.1,7.6,6.5,6.9,6.5,9.6,9.5,9.4
1743,580,1000000,2575976,2932912,3233578,2617796,1457639,2114475,3546736,3274113,3648098,3215717,2726112,2288313,-5.99,-10.55,0.8,8.91,16.92,19.61,21.9,21.43,20.05,11.88,7.31,4.44,-7.08,-11.18,-1.63,5.48,13.04,16.24,17.84,17.45,16.28,8.74,4.84,3.18,0.6,0.3,1.7,3.5,4.4,15.8,20.2,22.3,21.7,15.8,9.3,6.9,9.3,8.7,8.9,8.9,7.9,7.5,6.3,6.9,6.4,9.3,9.1,8.9
1745,580,1000000,450330,1635759,668291,1239166,1282226,1282891,1338023,1699253,1721534,903578,1089221,1111531,-5.67,-10.01,1.05,9.14,17.18,19.88,22.06,21.71,20.28,12.13,7.48,4.67,-6.89,-10.81,-1.35,5.72,13.2,16.57,18,17.55,16.43,8.9,5,3.38,0.6,0.4,2.2,6.3,14.3,18.9,22.7,23.4,21.9,13.9,9.3,6,9.8,9.4,9.2,9.2,8.2,7.6,6.5,6.9,6.5,9.7,9.6,9.5
1825,582,1000000,97714,155144,138662,12894,0,140753,246442,157883,197422,0,192615,169936,-5.04,-9.2,0.12,8.33,15.2,18.84,21.13,20.96,19.31,11.12,7.75,4.33,-6.06,-10.11,-1.83,4.96,12.15,15.7,17.34,17.65,16.31,8.65,4.77,3.08,1.8,1.1,2.9,8.8,15.4,18.8,21.7,22.7,20.4,13.1,8.4,5.4,10.7,10.3,9.9,9.8,9.3,7.7,7,7.6,7,10.4,11.3,11.2
1831,830,1000000,206790,279628,250552,136918,177827,298046,356503,374215,336526,210337,177960,96854,-6.37,-11.37,0.38,8.66,16.29,19.2,21.32,20.95,19.28,11.16,7.07,4.04,-7.28,-11.69,-1.89,5.29,12.87,16.23,17.64,17.29,16.02,8.47,4.47,2.8,0.3,0.2,2.4,10.5,18.3,20,21.7,22.5,20.3,12.3,7.9,4.9,9.7,9.2,9.5,9.6,8.8,7.4,6.4,6.9,6.3,9.6,10.1,10.3
1831,830,1000000,243282,328974,294767,161080,209209,350643,419415,440253,395912,247455,209364,113946,-6.37,-11.37,0.38,8.66,16.29,19.2,21.32,20.95,19.28,11.16,7.07,4.04,-7.28,-11.69,-1.89,5.29,12.87,16.23,17.64,17.29,16.02,8.47,4.47,2.8,0.3,0.2,2.4,10.5,18.3,20,21.7,22.5,20.3,12.3,7.9,4.9,9.7,9.2,9.5,9.6,8.8,7.4,6.4,6.9,6.3,9.6,10.1,10.3
1866,577,1000000,104300,102133,120493,197428,145140,38221,36687,36098,34655,68932,61674,77420,-5.63,-9.92,1.14,9.11,17.12,19.83,22.06,21.7,20.29,12.1,7.44,4.62,-6.85,-10.77,-1.34,5.69,13.13,16.49,17.97,17.53,16.44,8.87,4.99,3.35,0.6,0.4,2.2,7.7,15.7,19.7,23.1,23.4,22.2,14.3,9.3,6.1,9.7,9.3,9.2,9.1,8.2,7.6,6.5,6.9,6.5,9.6,9.5,9.5
1904,705,1000000,796688,943514,663808,312949,46314,167704,276052,252683,206317,189858,167372,288505,-7.33,-11.51,1.85,9.78,14.9,20.78,22.77,21.38,19.83,11.18,5.29,-0.96,-8.11,-12.44,-0.9,5.2,11.29,16.72,18.75,17.64,16.53,7.95,3.06,-1.66,0.3,0.1,3,10.8,16.8,22.5,24.6,23.7,21.6,13.7,6,1.9,9.2,10.1,9.7,11,9.6,7.6,8.5,8.7,8.2,8.9,10,9
1912,700,1000000,219626,248380,489867,366725,122774,336061,405761,357433,395462,259627,336213,503959,-7.33,-11.36,1.76,9.61,14.73,20.56,22.71,21.18,19.53,10.89,5.11,-0.93,-7.97,-12.32,-0.88,5.13,11.31,16.71,18.78,17.61,16.47,7.9,2.97,-1.62,0.3,0.2,3.7,10.8,16.8,22.5,25.2,23.9,22.2,13.7,5.9,1.7,9,10.2,9.5,10.5,9,7.3,8.4,8.5,7.7,8.5,9.8,8.7
1922,930,1000000,3140736,2858595,3162722,1073295,39201,2868194,3223235,3270700,3164593,3343664,2431139,3231394,-7.86,-12.11,1.05,8.84,13.74,19.98,22.23,20.43,19.14,10.31,4.5,-1.91,-8.6,-12.92,-1.4,4.46,10.62,16.2,18.52,17.25,15.94,7.35,2.56,-2.38,0.2,0.2,1.5,9.9,15.8,21,24.5,22.6,20.4,12.2,5.2,1,8.9,9.8,9.5,10.2,8.6,6.6,7.7,8,7.8,8.4,9.7,8.5
1925,690,1000000,4834117,3735597,3321388,2774684,4277265,4152499,5124346,5147127,5005002,3962448,2564401,3228159,-7.37,-11.47,1.81,9.71,14.81,20.68,22.69,21.29,19.72,11.11,5.26,-0.95,-8.06,-12.4,-0.9,5.18,11.29,16.72,18.78,17.64,16.54,7.95,3.06,-1.65,0.5,0.2,3,10.5,16.5,22.4,24.9,24.4,21.8,14.1,6.4,1.9,9.1,10.1,9.6,10.8,9.4,7.5,8.4,8.6,8,8.8,10,8.9
1925,690,1000000,5088545,3932208,3496198,2920720,4502384,4371051,5394049,5418028,5268423,4170997,2699370,3398062,-7.37,-11.47,1.81,9.71,14.81,20.68,22.69,21.29,19.72,11.11,5.26,-0.95,-8.06,-12.4,-0.9,5.18,11.29,16.72,18.78,17.64,16.54,7.95,3.06,-1.65,0.5,0.2,3,10.5,16.5,22.4,24.9,24.4,21.8,14.1,6.4,1.9,9.1,10.1,9.6,10.8,9.4,7.5,8.4,8.6,8,8.8,10,8.9
1926,668,1000000,139361,39976,61037,120610,153961,157524,153995,147091,149160,132579,106219,154290,-7.37,-11.47,1.81,9.71,14.81,20.69,22.69,21.29,19.73,11.11,5.27,-0.95,-8.06,-12.4,-0.9,5.18,11.28,16.72,18.78,17.64,16.55,7.95,3.07,-1.65,0.6,0.3,3,10.3,16.4,22.2,24.7,24,21.4,13.6,6.4,2.1,9.1,10.1,9.6,10.8,9.4,7.5,8.4,8.6,8,8.8,10,8.9
1927,830,1000000,341472,471598,613810,629352,209324,512969,696648,524198,473074,352141,320362,671252,-7.09,-11.27,1.86,9.63,14.71,20.85,23.01,21.32,19.84,11.1,5.33,-0.83,-7.99,-12.27,-0.86,5.11,11.24,16.66,18.76,17.61,16.43,7.92,3.07,-1.6,0.2,0.1,2.9,10.4,16.3,22,24.7,23,21.2,13.2,5.8,1.6,8.8,9.9,9.4,10.3,8.9,7.2,8.3,8.4,7.7,8.2,9.7,8.6
1934,760,1000000,19874,104139,127525,135426,130224,114072,144570,135187,115390,122449,114171,134247,-7.31,-11.34,2.05,9.55,14.67,20.63,22.2,20.79,19.56,11.01,4.75,-1.6,-8,-12.17,-0.74,5.24,11.24,16.74,18.67,17.46,16.41,7.78,2.72,-2.08,0.2,0.2,3.2,10.5,16.8,21.3,24.1,22.9,20.9,13.3,6.5,2.4,10.4,11.3,10.8,11.9,11.1,8.3,8.2,8.7,8.5,9.5,11.1,10.4
1943,1200,1000000,31174,24010,38809,14652,272,0,22081,12455,2173,0,12472,13133,-9.14,-13.52,0.6,8.18,12.63,19.43,21.85,20.1,18.25,9.9,2.62,-4.53,-9.68,-14.02,-1.68,3.67,9.47,15.6,18.07,16.58,14.48,6.51,0.81,-4.92,0.6,0.4,1.6,8.5,14.8,21,25.2,24.2,22.6,12.2,5,0.7,11,11,11.4,12.3,10.6,8.3,9.4,9.4,9.5,11,10.5,9.9
1943,1200,1000000,311740,240101,388093,146524,2717,0,220812,124553,21728,0,124722,131331,-9.14,-13.52,0.6,8.18,12.63,19.43,21.85,20.1,18.25,9.9,2.62,-4.53,-9.68,-14.02,-1.68,3.67,9.47,15.6,18.07,16.58,14.48,6.51,0.81,-4.92,0.6,0.4,1.6,8.5,14.8,21,25.2,24.2,22.6,12.2,5,0.7,11,11,11.4,12.3,10.6,8.3,9.4,9.4,9.5,11,10.5,9.9
2039,851,1000000,160028,109442,96206,191362,195705,209934,209207,190824,198154,145634,101700,88587,-7.49,-11.78,1.4,9.17,14.18,20.38,22.65,20.84,19.45,10.6,4.79,-1.5,-8.37,-12.67,-1.18,4.72,10.88,16.37,18.58,17.37,16.09,7.55,2.71,-2.07,0.2,0.2,2,10.1,15.8,20.9,24.2,22.3,20.4,12.4,5.4,1.2,8.9,9.9,9.5,10.3,8.8,7,8.1,8.3,7.8,8.4,9.7,8.6
2050,90,1000000,0,48558,0,134537,48,103442,197494,159671,175488,0,0,0,7.6,6.84,15.93,20.37,23.26,26.9,29.01,28.39,25.85,20.51,16.31,14.61,4.63,3.84,13.03,17.08,19.5,22.84,24.27,22.31,20.54,15.96,13.47,12.42,7.4,8.9,13.9,19.9,22.9,27.7,29.1,29.4,26.9,21.5,17,13.5,7,7.8,6.7,6.9,6,5.1,5.3,5.2,4.4,6.5,6.5,7.3
2079,740,1000000,1949472,1777454,1843617,750727,1855454,1537872,1889540,1866622,1280774,1959822,1162137,1528105,0.61,-2.71,9.15,14.68,18.52,24.78,26.18,24.66,23.39,15.35,9.83,5.44,-2.15,-4.69,4.89,10.52,15.12,20.85,22.52,20.52,18.86,11.09,6.84,3.43,2.1,1.9,8.1,14.6,18.3,23.2,25.4,25.3,23,15.9,10,5.8,8.5,9.3,8.6,9.3,9,8.3,7.6,6.9,8.4,7.5,10.3,9.6
2094,720,1000000,1254467,1139282,825909,1174633,504322,971660,1310233,1190272,1296727,524358,547081,809116,0.44,-2.93,8.96,14.46,18.3,24.51,25.93,24.37,23.13,15.14,9.62,5.26,-2.24,-4.82,4.76,10.4,15.05,20.75,22.38,20.35,18.71,10.95,6.68,3.32,1.9,1.9,7.9,14.9,18.5,23.5,25.8,25.1,22.8,15.8,10.3,6.4,8.9,9.7,8.9,9.6,9.1,8.4,7.6,6.9,8.5,7.8,10.8,10.2
2098,820,1000000,213939,197249,170052,61499,90260,186991,221019,130550,20810,27714,17574,164729,-1.74,-5.19,14.47,13.28,17.57,23.92,25.1,22.86,22.08,13.93,8.47,3.44,-3.75,-6.42,3.42,9.62,14.66,20.53,22.22,19.95,18.51,10.13,5.96,1.82,1.6,1.5,7.2,13.9,17.9,23.2,26.4,25.5,23.3,16,9.5,4,8.9,9.1,8.7,9.8,9.7,8.1,6.7,6.1,8.3,7.6,10.5,9.8
2103,500,1000000,8357501,6676019,7235805,5555785,5860546,7842353,8023008,6911288,7164217,6946263,7083734,6953716,0.08,-3.46,7.14,15,20.21,24.79,26.38,24.61,23.08,15.31,10.14,7.04,-1.93,-5.05,4.15,10.8,15.99,20.98,22.27,20.38,18.48,11.22,7.27,5.2,2.2,2.4,7.4,15.8,19.9,24.4,27.2,26.6,24.8,17.8,11.7,7.2,7.1,8.2,6.5,7.8,7.3,6.2,5.4,4.4,4.7,6.5,7.3,8.1
2104,420,1000000,1730953,1541581,607512,2826,278200,1233915,2215188,1644375,1324566,525541,258518,294547,0.19,-3.24,7.2,15.03,20.2,24.81,26.41,24.57,22.98,15.31,10.13,7.07,-1.81,-4.9,4.26,10.9,16.03,20.98,22.25,20.33,18.39,11.19,7.27,5.22,2.3,2.5,7,14.6,19.9,23.4,26.6,27.1,24.9,23.1,17.7,6.4,7.5,8.9,6.9,7.9,7.3,6.1,5.5,4.7,4.9,6.9,7.4,8.2
2107,440,1000000,3103616,2893486,2256157,3017881,2989719,2063606,2925672,3041650,1029887,1475041,1890162,1225229,-0.23,-3.9,6.82,14.76,20.01,24.58,26.17,24.41,22.93,15.05,9.92,6.86,-2.16,-5.33,3.91,10.65,15.9,20.98,22.33,20.47,18.56,11.2,7.23,5.12,2.5,2.5,7.6,14.3,19.9,23.9,27.4,27.1,24.8,18.1,11.7,6.7,8,9.2,7.5,9.2,8.6,7.2,6.3,5.5,5.8,7.8,8.5,9.6
2167,300,1000000,3474237,3323829,2559638,706904,1658796,2977117,3108665,3383198,3175301,2886277,2069109,1581978,1.75,-1.25,8.22,16.03,20.27,25.67,27.35,24.24,22.11,15.73,11.43,9.28,-0.21,-3.12,6.1,12.61,16.8,21.82,23.86,20.83,18.46,12.19,8.88,7.43,5.2,4.8,7.9,15.1,19.8,24.5,25.9,27.3,25.1,18.3,14.4,11.9,7.2,9.3,6.9,8,7.1,6.1,5.3,3.9,4,6.6,6.5,7.7
2171,708,1000000,0,0,0,0,0,1085,38933,74301,57533,0,0,0,0.43,-2.93,8.96,14.48,18.31,24.53,25.96,24.4,23.18,15.17,9.64,5.24,-2.24,-4.81,4.76,10.41,15.06,20.77,22.42,20.38,18.75,10.98,6.71,3.29,1.9,1.8,7.9,14.7,18.3,23.4,25.7,25.1,22.9,15.8,10,5.7,8.8,9.7,8.9,9.6,9.2,8.5,7.7,7,8.6,7.8,10.7,10.1
2187,3110,1000000,500138,440327,9736,0,0,0,0,0,0,0,0,0,-1.53,0.56,7.82,8.39,11.87,20.79,22.13,21.32,18.17,11.68,1.03,-1.92,-4.31,-2.7,2.06,3.39,7.71,14.15,13.9,12.97,10.01,6.77,-2.15,-4.18,6.2,2.6,3.6,8.7,10.9,16.5,19.2,18.4,15.1,9.1,3.7,1.9,14.3,11.8,12.6,10.2,9.1,8.5,9.7,9.5,8.9,9.2,12.8,12.4
2226,2370,1000000,0,0,0,0,0,0,0,21382,0,0,0,0,-1.65,-1.59,7.06,11.15,14.12,21.98,24.17,22.22,21.33,13.01,4.43,-0.66,-4.4,-4.23,1.85,7.17,10.98,17.93,19.12,17.87,16.06,8.44,1.52,-2.48,1.4,1.9,7.8,12.6,16.3,22.1,25.2,23,20.8,14,8.2,3.2,10.1,10.2,9.6,11.3,11.1,8.4,7.6,7.7,8.4,8.8,9.6,9.7
2289,1000,1000000,2465013,2226507,2416743,801560,0,1456982,1628413,2378233,2315556,2432504,2374280,2463460,-2.64,-6.32,6.3,12.14,16.36,22.84,24.72,22.69,21.68,13.79,6.94,0.82,-4.5,-7.44,2.2,8.28,13.28,19.01,20.9,19.2,17.99,9.71,4.36,-0.21,0.7,0.9,6.1,12.1,16.7,23.2,25.7,24.5,20.9,13.9,8.1,3.5,10.2,11.1,10.1,11.1,10.9,8.3,8,8.7,10.6,9.1,11.5,11
2291,990,1000000,1740931,1583694,1397721,1251854,1803525,1816517,2008930,2020330,1515949,1245213,1192900,1130114,-2.38,-6.23,6.46,12.29,16.47,22.97,24.95,22.86,21.94,14.05,7.26,1.11,-4.32,-7.34,2.35,8.46,13.51,19.23,21.07,19.44,18.14,9.91,4.61,0.05,1.3,1,6,12,16.6,23.3,26.1,24.8,22.1,15,8.3,3.2,10.4,11.1,10.1,11,10.9,8.3,8.1,8.8,10.8,9.1,11.7,11.2
2364,210,1000000,1695666,1725951,909307,39175,0,33517,106416,26940,132599,77872,32471,110554,-6.62,-10.44,-1.58,7.53,16.91,18.15,22.04,22.45,19.24,9.72,6.67,4.25,-7.86,-11.15,-3.62,4.01,12.06,14.27,18.11,18.21,15.41,6.78,4.42,2.54,1.6,0.3,0.9,5.6,14.7,17.2,20.2,21,19.9,12.2,8.5,6.7,7.4,7.1,8,7.3,6.5,5.6,4.7,4.4,3.9,5.6,5.1,4.1
2408,10,1000000,620365,1096728,68845,3634,29867,30491,181142,0,0,0,22,348,-2.15,-5.21,2.49,11.71,19.79,21.83,24.56,24.03,21.74,12.72,9.94,9.4,-3.92,-6.94,-0.17,7.35,14.94,18.11,20.29,19.12,17.67,9.61,7.36,7.53,1.2,0.8,3.1,10.1,20,22.7,23.8,25.3,23.2,15,10,7.8,8,8.2,7.3,8.8,6.4,6.9,5.1,5.4,5.9,6.9,6.1,6.1
2480,5,1000000,9180,11323,15812,20439,11436,51579,79665,10148,32772,0,0,0,-4.03,-8.63,0.36,9.5,17.9,19.73,23.02,22.69,20.25,11.22,8.34,7.19,-5.76,-9.39,-2.03,5.76,13.52,16.29,18.79,18.2,16.15,7.97,5.64,5.13,3.6,0.5,1.2,6.1,15.7,21.8,24.7,26.1,26,17.6,11.3,7.3,6.8,5.9,6.1,6.8,5.3,5.1,3.8,3.9,4,5.3,4.7,4.3
2549,571.5551181,1000000,531995,545606,267783,380,231396,239395,485511,127820,69686,0,52294,204160,-7.12,-11.73,-1.69,7.91,16.69,18.13,20.7,20.16,19.13,10.49,7.7,5.63,-7.65,-11.91,-3.05,4.77,12.88,15.66,17.4,16.86,16.08,7.89,5.23,4.23,0.8,1.4,2.2,5.5,17,19.4,24.5,25.2,25.4,12.6,11.6,10.5,12.8,11.5,10.6,10.8,9.6,8.8,7.5,8,7.7,10.7,10.8,10.3
2682,1317,1000000,863,1549,-280,0,0,-5,799,225,13,0,297,260,-6.31,-11.37,-1.1,8.23,16.76,18.62,20.99,20.71,19.58,11.26,8.26,5.97,-6.98,-11.7,-2.52,5.1,13.13,16.03,17.55,17.03,16.21,8.5,5.51,4.51,0.6,0.6,1.5,6.4,14.7,17.3,19.9,21.3,20,13.4,8.9,6.3,10.9,9.1,9.2,9.1,7.6,7.4,6.1,6.5,6.7,9.6,9.9,9.7
2682,1317,1000000,17263,30971,-5607,0,0,-105,15986,4507,261,0,5932,5207,-6.31,-11.37,-1.1,8.23,16.76,18.62,20.99,20.71,19.58,11.26,8.26,5.97,-6.98,-11.7,-2.52,5.1,13.13,16.03,17.55,17.03,16.21,8.5,5.51,4.51,0.6,0.6,1.5,6.4,14.7,17.3,19.9,21.3,20,13.4,8.9,6.3,10.9,9.1,9.2,9.1,7.6,7.4,6.1,6.5,6.7,9.6,9.9,9.7
2790,1658,1000000,366071,345586,272036,240344,325122,307248,291101,345020,238563,312293,240597,316489,-7.37,-11.54,2.02,7.32,12.09,19.06,21.92,20.98,17.8,9.3,0.72,-5.47,-8.2,-12.07,-0.95,3.51,8.39,15.24,17.8,16.24,13.29,6.05,-1.11,-6.11,6.2,3.6,7.3,9.7,14.4,18.8,21,21.4,17.2,13.7,9.9,11.1,9.9,9.8,10.4,11.2,10.6,7.8,9.2,7.6,9,10.1,8.8,8.2
